Id,parentId,Workload,Server,Category,Type,OS name,Dependencies,Application name(s),Softwares(#),Support status,Security risks,Discovery method,Hypervisor type,Host,Tags,DB instances(#),Databases(#),Webapps(#),vCores(#),Memory (MB),Disks(#),Allocated storage (GB),OS Family,Support ends in (Days),Power status,Connected appliance,First discovered at,Last updated at,Processor,Database edition,Framework version,DB engine status,HADR configuration,IPv6/IPv4
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/sqlsites/mig11161437sqlsites/sqlservers/fe531d23-4bdb-4e72-b7cd-0bb230061bda_500f483c-603c-163b-4b7b-262dae26b60f_mssqlserver","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/fe531d23-4bdb-4e72-b7cd-0bb230061bda_500f483c-603c-163b-4b7b-262dae26b60f","MSSQLSERVER","WIN-DUVH2RKOQGU","Database","SQL server","-","Disabled","default","-","Extended","-","Appliance","-","-","","-","-","-","-","-","-","-","-","695","-"," -","-","-","-","Developer Edition","-","Running","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/sqlsites/mig11161437sqlsites/sqlservers/fe531d23-4bdb-4e72-b7cd-0bb230061bda_vmnet1.fpl.com_mssqlserver","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/fe531d23-4bdb-4e72-b7cd-0bb230061bda_500fff03-354f-2a21-d78c-e1ede59856a7","MSSQLSERVER","VM-GQLVM06.FPL.COM","Database","SQL server","-","Disabled","default","-","Extended","-","Appliance","-","-","","-","-","-","-","-","-","-","-","1514","-"," -","-","-","-","Developer Edition","-","Running","FailoverClusterInstance","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/mastersites/mig11161437mastersite/sqlsites/mig11161437sqlsites/sqlservers/fe531d23-4bdb-4e72-b7cd-0bb230061bda_500fadaf-6d55-d4ef-53f9-3dda67f1b754_mssqlserver","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/fe531d23-4bdb-4e72-b7cd-0bb230061bda_500fadaf-6d55-d4ef-53f9-3dda67f1b754","MSSQLSERVER","WIN-0A8OOECUUJ4","Database","SQL server","-","Disabled","default","-","Extended","-","Appliance","-","-","","-","-","-","-","-","-","-","-","695","-"," -","-","-","-","Enterprise Evaluation Edition","-","Running","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50158d28-dd55-bf69-6314-9badfcf55a6d","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50158d28-dd55-bf69-6314-9badfcf55a6d","MySQLLinuxApp1","-","Server","Linux server","Ubuntu 20.04","Disabled","default","-1","Extended","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","6","16384","1","80","Linux","1597","On","app130collector","-","-","-","-","-","-","-","10.150.101.223,2404:f801:4800:1c:96d0:21a9:7954:384a,2404:f801:4800:1c:e4ec:d3bd:41be:3ff2,2404:f801:4800:1c:93ce:e1bf:816e:351c,2404:f801:4800:1c:3473:80df:13b1:1cc1,2404:f801:4800:1c:15fc:30a1:7dca:90d6,2404:f801:4800:1c:c8ce:6086:db8b:339e,2404:f801:4800:1c:8c44:422c:934e:185d,2404:f801:4800:1c:cf7e:454e:40b2:4f63"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50150e9a-c388-ce2c-1da0-e59e2e999cf8","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50150e9a-c388-ce2c-1da0-e59e2e999cf8","MySQLLinuxApp2","-","Server","Linux server","Ubuntu 20.04","Disabled","default","-1","Extended","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","6","16384","1","80","Linux","1597","On","app130collector","-","-","-","-","-","-","-","10.150.103.90,2404:f801:4800:1c:53c3:6285:bafe:66d6,2404:f801:4800:1c:20bc:5752:9a6:e780,2404:f801:4800:1c:6cd7:65e0:aa87:6d28,2404:f801:4800:1c:34c:8c39:e4a8:f17a,2404:f801:4800:1c:a05d:5d4a:3483:c94f,2404:f801:4800:1c:da4d:3a40:ccee:1d52,2404:f801:4800:1c:ea66:2411:9caa:d976,2404:f801:4800:1c:22be:f093:25d6:a91"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015c15e-3943-89b8-5515-b5f3ab0123e8","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015c15e-3943-89b8-5515-b5f3ab0123e8","MySQLLinuxApp4","-","Server","Windows server","Ubuntu (64-bit)","Disabled","default","-1","-","-1","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","-1","-","-","6","16384","1","80","linuxguest","-","On","app130collector","-","-","-","-","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015d842-7fcd-fae1-4e96-ef795bc314e9","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015d842-7fcd-fae1-4e96-ef795bc314e9","MySQLLinuxApp5","-","Server","Linux server","Ubuntu 20.04","Disabled","default","-1","Extended","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","6","16384","1","80","Linux","1597","On","app130collector","-","-","-","-","-","-","-","10.150.102.243,2404:f801:4800:1c:576a:8b8e:3915:4ebc,2404:f801:4800:1c:fa99:e9e6:e269:50b4,2404:f801:4800:1c:7b15:5215:d651:a796,2404:f801:4800:1c:f8b1:36d7:3e1:61f4,2404:f801:4800:1c:aba3:bcbf:3ec2:50fa,2404:f801:4800:1c:59bb:b2b7:b1f1:16a9,2404:f801:4800:1c:85ac:616e:26ea:17df,2404:f801:4800:1c:650c:3943:1ec2:afaa"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50156955-9730-407b-9225-555e02cac74d","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50156955-9730-407b-9225-555e02cac74d","MySQLWindowsApp1","-","Server","Windows server","Windows Server 2022 Server Standard","Disabled","default","-1","Mainstream","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","4","16384","1","80","Windows","2158","On","app130collector","-","-","-","-","-","-","-","2404:f801:4800:1c:3e80:b31:aa34:da4d,10.150.101.131"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_501582c7-4765-8204-0417-aa5d109fd828","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_501582c7-4765-8204-0417-aa5d109fd828","MySQLWindowsApp2","-","Server","Windows server","Windows Server 2016 (64-bit)","Disabled","default","-1","Extended","-1","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","-1","-","-","4","16384","1","80","windowsguest","422","Off","app130collector","-","-","-","-","-","-","-","2404:f801:4800:1c:9a60:5a5f:1076:44be,10.150.101.159"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015d5be-a112-cc2a-5c89-0f90bb2b4719","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015d5be-a112-cc2a-5c89-0f90bb2b4719","MySQLWindowsApp4","-","Server","Windows server","Windows Server 2016 (64-bit)","Disabled","default","-1","Extended","-1","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","-","-","-","4","16384","1","80","windowsGuest","422","On","app130collector","-","-","-","-","-","-","-","2404:f801:4800:1c:c159:12a1:985b:9eee,10.150.103.52"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50151ee3-8949-1144-0931-dc744bd5624f","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50151ee3-8949-1144-0931-dc744bd5624f","MySQLWindowsApp5","-","Server","Windows server","Windows Server 2022 Server Standard","Disabled","default","-1","Mainstream","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","4","16384","1","80","Windows","2158","On","app130collector","-","-","-","-","-","-","-","2404:f801:4800:1c:4a64:ab59:9ca4:873d,10.150.101.213"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50153136-51fa-0a68-0df8-41d109d2ac33","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50153136-51fa-0a68-0df8-41d109d2ac33","patelvishesh-sonic-ubuntu","-","Server","Linux server","Ubuntu 20.04","Disabled","default","-1","Extended","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","6","16384","1","80","Linux","1597","On","app130collector","-","-","-","-","-","-","-","10.150.103.67,2404:f801:4800:1c:9381:23b3:7a16:d860,2404:f801:4800:1c:54f7:aa14:3445:19a8,2404:f801:4800:1c:a692:120d:ab80:dc1b,2404:f801:4800:1c:d71f:ab77:2f6f:f7e9,2404:f801:4800:1c:fcd9:ba21:9157:3736,2404:f801:4800:1c:6b92:9c35:c5d9:5e70,2404:f801:4800:1c:4133:dea2:8375:6d06,2404:f801:4800:1c:71b5:f4a:eff4:2a59"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_501583df-4405-a6e8-e593-b2750eac1c34","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_501583df-4405-a6e8-e593-b2750eac1c34","pgsql-selfhost-1","-","Server","Windows server","Windows Server 2022 Server Standard","Disabled","default","-1","Mainstream","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","4","16384","1","80","Windows","2158","On","app130collector","-","-","-","-","-","-","-","2404:f801:4800:1c:ed4a:727a:1657:d91b,10.150.102.206"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015a6ae-b2c9-7f84-cf8d-31f55ad370c2","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015a6ae-b2c9-7f84-cf8d-31f55ad370c2","pgsql-selfhost-2","-","Server","Windows server","Windows Server 2022 Server Standard","Disabled","default","-1","Mainstream","2","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","4","16384","1","80","Windows","2158","On","app130collector","-","-","-","-","-","-","-","2404:f801:4800:1c:da1f:2112:ce0f:7616,10.150.101.81"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50153778-9b2c-3dd9-51ed-c0b2b777973c","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50153778-9b2c-3dd9-51ed-c0b2b777973c","pgsql-selfhost-4","-","Server","Windows server","Windows Server 2022 Server Standard","Disabled","default","-1","Mainstream","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","4","16384","1","80","Windows","2158","On","app130collector","-","-","-","-","-","-","-","2404:f801:4800:1c:c9b6:cb44:58ff:d33e,10.150.101.33"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015640f-f4ed-6685-f7e6-5e8d2f85df24","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015640f-f4ed-6685-f7e6-5e8d2f85df24","pgsql-selfhost-5","-","Server","Windows server","Windows Server 2022 Server Standard","Disabled","default","-1","Mainstream","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","-","-","-","4","16384","1","80","Windows","2158","On","app130collector","-","-","-","-","-","-","-","2404:f801:4800:1c:d015:6174:dd77:7e85,10.150.102.216"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015f4d9-8c5a-e47e-265c-1e1f02aac260","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015f4d9-8c5a-e47e-265c-1e1f02aac260","pgsql-selfhost-6","-","Server","Windows server","Windows Server 2016 (64-bit)","Disabled","default","-1","Extended","-1","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","-1","-","-","4","16384","1","80","windowsguest","422","Off","app130collector","-","-","-","-","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_501595b6-40c6-eb14-1a5e-f1d79193952f","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_501595b6-40c6-eb14-1a5e-f1d79193952f","pgsql-selfhost-7","-","Server","Windows server","Windows Server 2022 Server Standard","Disabled","default","-1","Mainstream","2","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","4","16384","1","80","Windows","2158","On","app130collector","-","-","-","-","-","-","-","2404:f801:4800:1c:6d2a:3524:7bf2:2446,10.150.103.1"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50154d13-01a7-8999-94c1-7604446438ba","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50154d13-01a7-8999-94c1-7604446438ba","pgsql-selfhost-8","-","Server","Windows server","Windows Server 2022 Server Standard","Disabled","default","-1","Mainstream","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","4","16384","1","80","Windows","2158","On","app130collector","-","-","-","-","-","-","-","2404:f801:4800:1c:6449:168d:b43:80a0,10.150.101.123"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.applicationmigration/pgsqlsites/mig11161437pgsql/pgsqlinstances/90271868184868487630235789701909","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015a6ae-b2c9-7f84-cf8d-31f55ad370c2","PGSQL-SELFHOST-:5432","-","Database","PostgreSQL server","17.5","Disabled","default","-","Mainstream","-","Appliance","-","-","{}","-","-","-","-","16383","-","-","-","-","-"," -","-","-","-","Unknown","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.applicationmigration/pgsqlsites/mig11161437pgsql/pgsqlinstances/71295393203415400480527015950518","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50153778-9b2c-3dd9-51ed-c0b2b777973c","PGSQL-SELFHOST4:5432","-","Database","PostgreSQL server","17.5","Disabled","default","-","Mainstream","-","Appliance","-","-","{}","-","-","-","-","16383","-","-","-","-","-"," -","-","-","-","Unknown","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.applicationmigration/pgsqlsites/mig11161437pgsql/pgsqlinstances/60330020401242183306815398842112","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015640f-f4ed-6685-f7e6-5e8d2f85df24","PGSQL-SELFHOST5:5432","-","Database","PostgreSQL server","17.5","Disabled","default","-","Mainstream","-","Appliance","-","-","{}","-","-","-","-","16383","-","-","-","-","-"," -","-","-","-","Unknown","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.applicationmigration/pgsqlsites/mig11161437pgsql/pgsqlinstances/40093721044342847408217716225094","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50154d13-01a7-8999-94c1-7604446438ba","PGSQL-SELFHOST8:5432","-","Database","PostgreSQL server","17.5","Disabled","default","-","Mainstream","-","Appliance","-","-","{}","-","-","-","-","16383","-","-","-","-","-"," -","-","-","-","Unknown","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.applicationmigration/pgsqlsites/mig11161437pgsql/pgsqlinstances/78324530039789891344552066987533","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50158a9d-4048-4be4-8054-f7d715bf5eb8","pgsql-ubuntu-01:5432","-","Database","PostgreSQL server","16","Disabled","default","-","Mainstream","-","Appliance","-","-","{}","-","-","-","-","-","-","-","-","-","-"," -","-","-","-","Unknown","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.applicationmigration/pgsqlsites/mig11161437pgsql/pgsqlinstances/12644355510651861791095315094928","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015d12c-3ec6-bf28-d3af-5bd3cfcbe7e0","pgsql-ubuntu-02:5432","-","Database","PostgreSQL server","16.9","Disabled","default","-","Mainstream","-","Appliance","-","-","{}","-","-","-","-","15989","-","-","-","-","-"," -","-","-","-","Unknown","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.applicationmigration/pgsqlsites/mig11161437pgsql/pgsqlinstances/42976527253252400848980540881829","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_50155843-e90d-b6aa-3d80-b8ef3119cb87","pgsql-ubuntu-02:5432","-","Database","PostgreSQL server","12.22","Disabled","default","-","OutOfSupport","-","Appliance","-","-","{}","-","-","-","-","15989","-","-","-","-","-"," -","-","-","-","Unknown","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_501551fa-3b15-37cc-22e6-5ac601820c82","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_501551fa-3b15-37cc-22e6-5ac601820c82","PGSQLDebian","-","Server","Windows server","Debian GNU/Linux 10 (64-bit)","Disabled","default","-1","-","-1","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","-1","-","-","6","24576","1","100","linuxguest","-","Off","app130collector","-","-","-","-","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015cbe5-4eda-a29d-ba0a-05c5088cca99","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015cbe5-4eda-a29d-ba0a-05c5088cca99","PGSQLDebian-2","-","Server","Windows server","Debian GNU/Linux 10 (64-bit)","Disabled","default","-1","-","-1","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","-1","-","-","6","24576","1","80","linuxguest","-","On","app130collector","-","-","-","-","-","-","-","-"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015e933-b2de-fe1f-8729-77e91fa84040","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015e933-b2de-fe1f-8729-77e91fa84040","PGSQLSelfHost-hagidra","-","Server","Windows server","Windows Server 2016 (64-bit)","Disabled","default","-1","Extended","-1","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","-","-","-","4","16384","1","80","windowsGuest","422","On","app130collector","-","-","-","-","-","-","-","2404:f801:4800:1c:1a78:f36f:a6ad:ee99,10.150.101.124"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015ba56-edb6-ea1d-8124-8050be994b79","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015ba56-edb6-ea1d-8124-8050be994b79","PGSQLSelfHost-patelvishesh-ccy-01","-","Server","Windows server","Windows Server 2022 Server Standard","Disabled","default","-1","Mainstream","-","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","4","16384","1","80","Windows","2158","On","app130collector","-","-","-","-","-","-","-","2404:f801:4800:1c:1b23:85e4:39c2:56ca,10.150.101.35"
"/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015f22a-0530-3798-8a48-cdb785388a6a","/subscriptions/ac866176-3fcf-43c6-817a-6309be256398/resourcegroups/mig11161437-rg/providers/microsoft.offazure/vmwaresites/mig11161437vmwaresite/machines/db73f8f2-624c-4a0f-905b-8c6f34442cbc_5015f22a-0530-3798-8a48-cdb785388a6a","PGSQLSelfHost-patelvishesh-ccy-04","-","Server","Windows server","Windows Server 2022 Server Standard","Disabled","default","-1","Mainstream","2","Appliance","VMware","idclab-vcen67.fareast.corp.microsoft.com","","1","-","-","4","16384","1","80","Windows","2158","On","app130collector","-","-","-","-","-","-","-","2404:f801:4800:1c:dab0:c43:de68:9638,10.150.103.11"
